nombre_original,nombre_normalizado,id,presentacion,tolerancia,match_catalogo,marca_catalogo,categoria_catalogo,precio_ref_catalogo,score,estatus
"JAIBA CON CONCHA, GRAMAJE Y MEDIDAS: 140 GRS. CON UNA TOLERANCIA DEL +/-10% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. DESCRIPCIÓN COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS AJENAS AL PRODUCTO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",JAIBA CONCHA,INS-2AB4AF8A9D,140 grs,+/-10%,,,,,42,FALTA_EN_CATALOGO
"JAMÓN DE PAVO GRAMAJE: REBANADAS DE 22 GRS CON TOLERANCIA DEL +/-10%. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-213-SSA1-2018",JAMON PAVO,INS-D667F9184A,22 grs,+/-10%,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,100,YA_EN_CATALOGO
"JAMÓN DE PAVO VIRGINIA FUD, PAQUETE DE 450 GR. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-213-SSA1-2018",JAMON PAVO VIRGINIA FUD PAQUETE,INS-5051D93BE1,450 gr,+/-10%,JAMON DE PAVO VIRGINIA CUIDA-T (230 GR),FUD,CONGELADOS,87.59,94,YA_EN_CATALOGO
"JAMÓN DE PAVO VIRGINIA, UN KILOGRAMO. CON UNA TOLERANCIA DEL +/- 10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-213-SSA1-2018",JAMON PAVO VIRGINIA KILOGRAMO,INS-E1EAD72F14,,+/-10%,JAMON DE PAVO VIRGINIA CUIDA-T (230 GR),FUD,CONGELADOS,87.59,90,YA_EN_CATALOGO
"JAMÓN DE PIERNA TIPO YORK FUD REBANADO (25 GR CADA REBANADA), EMPAQUE CON 1KG. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-213-SSA1-2018",JAMON PIERNA YORK FUD REBANADO EMPAQUE,INS-D5AC95D96C,25 gr,+/-10%,JAMON DE PAVO VIRGINIA CUIDA-T (230 GR),FUD,CONGELADOS,87.59,65,REVISAR
JAMÓN PECHUGA DE PAVO BAJO EN GRASAS,JAMON PECHUGA PAVO BAJO GRASAS,INS-0B28C57864,,,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,82,YA_EN_CATALOGO
JAMÓN PECHUGA DE PAVO NATURAL,JAMON PECHUGA PAVO NATURAL,INS-E092A324DB,,,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,85,YA_EN_CATALOGO
"JAMÓN QUESO DE PUERCO, LÁMINAS DE 25 GR CON TOLERANCIA DEL +/- 10% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS AJENAS AL PRODUCTO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",JAMON QUESO PUERCO LAMINAS,INS-FEDEF23487,25 gr,+/-10%,,,,,48,FALTA_EN_CATALOGO
"JAMÓN SERRANO, EMPAQUE CON 100 GR. CON UNA TOLERANCIA DEL +/- 10%",JAMON SERRANO EMPAQUE,INS-4511BC581C,100 gr,+/-10%,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,67,REVISAR
JAMÓN TIPO AMERICANO GRAMAJE: REBANADAS DE 22 GRS POR PIEZA. CON UNA TOLERANCIA DEL +/-10%.,JAMON AMERICANO,INS-BA6BB2120C,22 grs,+/-10%,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,65,REVISAR
JAMÓN YORK GRAMAJE: REBANADAS DE 22 GRS CON TOLERANCIA DEL +/- 10%.,JAMON YORK,INS-1AE8584803,22 grs,+/-10%,JAMON DE PAVO,A GRANEL,CONGELADOS,216.68,68,REVISAR
"JOCOQUE, PIEZA DE 1 KILOGRAMO",JOCOQUE KILOGRAMO,INS-95A138172F,1 kilogramo,,,,,,50,FALTA_EN_CATALOGO
"JOCOQUE, PIEZA DE 250 GRAMOS",JOCOQUE GRAMOS,INS-50DB09B70F,250 gramos,,,,,,53,FALTA_EN_CATALOGO
"JOCOQUE, PIEZA DE 500 GRAMOS",JOCOQUE GRAMOS,INS-D502895AFB,500 gramos,,,,,,53,FALTA_EN_CATALOGO
"LANGOSTA DEL ATLÁNTICO, ENTERA CON CONCHA Y TENAZAS, PRESENTACIÓN INDIVIDUAL, CON GRAMAJE 300 A 400 GRS CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. DESCRIPCIÓN",LANGOSTA ATLANTICO ENTERA CONCHA TENAZAS,INS-0CEC491777,400 grs,+/-15%,,,,,41,FALTA_EN_CATALOGO
"LANGOSTINO AZUL, ENTERO CON CONCHA Y TENAZAS, PRESENTACIÓN INDIVIDUAL, CON GRAMAJE 100 GRS CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",LANGOSTINO AZUL ENTERO CONCHA TENAZAS,INS-4D08DEA960,100 grs,+/-15%,,,,,43,FALTA_EN_CATALOGO
"LECHÓN, GRAMAJE: DE 3 A 5 KG CON TOLERANCIA DEL +/-25%. MEDIDAS: ANCHO DE 15 A 20 CM Y DE LARGO 30 A 40 CM. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SIN HUESOS FRACTURADOS. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LECHON,INS-7647845A05,5 kg,+/-25%,LECHUGA ROMANA,PZA,FRUTAS Y VERDURAS,25.77,66,REVISAR
"LENGUA DE RES GRAMAJE: 550 A 850 GRS CON TOLERANCIA DEL +/-15%, TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LENGUA RES,INS-044231F3C5,850 grs,+/-15%,,,,,35,FALTA_EN_CATALOGO
"LIEBRE, GRAMAJE: DE 800GRS A 1.5 KG CON TOLERANCIA DEL +/-25%. MEDIDAS: ANCHO DE 30 A 35 CM Y DE LARGO 50 CM. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SIN HUESOS FRACTURADOS. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",LIEBRE,INS-8FC8E6A21D,800 grs,+/-25%,,,,,38,FALTA_EN_CATALOGO
"LOMO CAÑA DE CERDO SIN GRASA GRAMAJE: DE 1.5 KG CON TOLERANCIA DEL +/-20%. MEDIDAS: 7 A 8 CM DE DIÁMETRO Y 45 CM A 50 CM DE LARGO. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LOMO CANA CERDO GRASA,INS-753231E79B,1.5 kg,+/-20%,,,,,44,FALTA_EN_CATALOGO
"LOMO DE CERDO EMBUCHADO, GRAMAJE: 100 GRS. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LOMO CERDO EMBUCHADO,INS-65E5CEFD1B,100 grs,+/-10%,,,,,48,FALTA_EN_CATALOGO
"LOMO DE CERDO EMBUCHADO, PRESENTACIÓN EN PAQUETE DE 100 GRS",LOMO CERDO EMBUCHADO,INS-04291B6576,100 grs,,,,,,48,FALTA_EN_CATALOGO
"LOMO DE CERDO GRAMAJE: 2.5 KG CON TOLERANCIA DEL +/-25% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LOMO CERDO,INS-F2C3590731,2.5 kg,+/-25%,,,,,56,FALTA_EN_CATALOGO
"LONGANIZA GRAMAJE: 2 KILOGRAMO. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN DESCRIPCIÓN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",LONGANIZA,INS-66A939D01D,2 kilogramo,+/-10%,,,,,37,FALTA_EN_CATALOGO
"LONJA DE LOMO DE SALMÓN LIMPIO GRAMAJE: 1.6 KG. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",LONJA LOMO SALMON LIMPIO,INS-CF39761D45,1.6 kg,+/-10%,,,,,47,FALTA_EN_CATALOGO
"MANO DE CANGREJO MORO, ENTERO CON CONCHA Y TENAZAS, PRESENTACIÓN INDIVIDUAL, CON GRAMAJE 80 A 110 GRS CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",MANO CANGREJO MORO ENTERO CONCHA TENAZAS,INS-571555E3FB,110 grs,+/-15%,,,,,42,FALTA_EN_CATALOGO
"MANTECA DE CERDO GRAMAJE: 1 KILOGRAMO. CON UNA TOLERANCIA DEL +/-10%, TEMPERATURA DE PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",MANTECA CERDO,INS-9AF4EA8103,1 kilogramo,+/-10%,MANTECA DE CERDO,A GRANEL,LACTEOS,134.86,100,YA_EN_CATALOGO
"MARISCADA / COMBINADO DE MARISCOS, GRAMAJE: 500 GRS EN PAQUETE, CON TOLERANCIA DEL +/-20%. TEMPERATURA DEL PRODUCTO: MENOR A - 18°C. ASPECTO GENERAL: FORMA DE VARIADAS. OLOR: CARACTERÍSTICO DEL MARISCO (CANGREJO). SABOR: CARACTERÍSTICO DEL CANGREJO. TEXTURA: AUSENCIA DE TEXTURA GOMOSA, BLANDA Y ESPONJOSA. ES FILAMENTOSA. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. TERMO SELLADO AL VACÍO SIN INDICIOS DE DESCONGELAMIENTO",MARISCADA COMBINADO MARISCOS,INS-86AC4F5FFB,500 grs,+/-20%,MARISCADA (500 GR),BONISIMO,ABARROTES,134.68,83,YA_EN_CATALOGO
"MARLÍN, GRAMAJE: 400 A 500 GRS POR PIEZA CONGELADO CON TOLERANCIA DEL +/-15% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: ROJO BRILLANTE CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",MARLIN,INS-1A8D9D5401,500 grs,+/-15%,MANDARINA,KG,FRUTAS Y VERDURAS,49.41,67,REVISAR
"MEDALLÓN DE TERNERA GRAMAJE: 200 GRS CON TOLERANCIA DE +/-15% MEDIDAS: DIÁMETRO DE 8 A 9 CM Y ALTURA DE 5 CM. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO CEREZO BRILLANTE, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. LIMPIO SIN MEMBRANA, TAMAÑO UNIFORME. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",MEDALLON TERNERA,INS-B089376BF5,200 grs,+/-15%,MELON VERDE,KG,FRUTAS Y VERDURAS,40.32,67,REVISAR
"MEJILLONES ENTEROS, GRAMAJE: 500 GRS CON TOLERANCIA DEL +/-20%. CON UNA TOLERANCIA DEL +/-10% TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS AJENAS AL PRODUCTO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS.",MEJILLONES ENTEROS,INS-E4BDD0A3D4,500 grs,+/-20%,,,,,39,FALTA_EN_CATALOGO
"MILANESA DE CENTRO RES GRAMAJE: POR PIEZA DE 130 GRS CON TOLERANCIA DEL +/-10% MEDIDAS: ENTRE 18 A 23 CM DE LARGO Y DE ENTRE 10 A 15 CM DE ANCHO. TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROJO CEREZO BRILLANTE, DESCRIPCIÓN SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",MILANESA CENTRO RES,INS-1C30A847E3,130 grs,+/-10%,MANTECA DE CERDO,A GRANEL,LACTEOS,134.86,62,REVISAR
"MILANESA DE PIERNA CERDO GRAMAJE: POR PIEZA DE 130 GRS CON TOLERANCIA DEL +/-10% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS, SIN HEMATOMAS, SIN DEGENERACIÓN DE LA GRASA Y ESTÁ DE COLOR BLANCO. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS.TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. MEDIDAS: ENTRE 15 A 20 CM DE LARGO Y DE ENTRE 8 A 13 CM DE ANCHO. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",MILANESA PIERNA CERDO,INS-A3551BE9B8,130 grs,+/-10%,MANTECA DE CERDO,A GRANEL,LACTEOS,134.86,75,REVISAR
"MILANESA DE POLLO GRAMAJE: POR PIEZA DE 130 GRS CON TOLERANCIA DEL +/-10% MEDIDAS: ENTRE 12 A 17 CM DE LARGO Y DE ENTRE 10 A 15 CM DE ANCHO. (DIVIDIDA POR POLIPAPEL SEGÚN SEA EL CASO) TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO Y UNIFORME, SIN INDICIOS DE COLORACIONES VERDES, SIN HEMATOMAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS Y DESAGRADABLES. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO, SENSACIÓN HUMEDA Y NO RESECA AL TACTO. SIN HUESO, SIN PIEL, LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",MILANESA POLLO,INS-E8868E6901,130 grs,+/-10%,MILANESA DE POLLO DE 150 GR,A GRANEL,CONGELADOS,234.86,100,YA_EN_CATALOGO
"MOJARRA TILAPIA, GRAMAJE: 300 A 350 GRS DESCONGELADO CON TOLERANCIA DEL +/-15% MEDIDAS: TALLA 5-7. TEMPERATURA DEL PRODUCTO: MENOR A -18°C. COLOR: CARACTERÍSTICO, SIN INDICIOS DE DESCONGELAMIENTO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLO",MOJARRA TILAPIA,INS-F4791A20F0,350 grs,+/-15%,,,,,32,FALTA_EN_CATALOGO
"MOLIDA DE CERDO GRAMAJE: EN EMPAQUES INDIVIDUALES DE 2 KG CON TOLERANCIA DEL +/-5% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO ROSADO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA) NOM-251-SSA1-2009",MOLIDA CERDO,INS-B7753D40AA,2 kg,+/-5%,,,,,59,FALTA_EN_CATALOGO
"MOLIDA DE POLLO GRAMAJE: EN EMPAQUES INDIVIDUALES DE 2 KG CON TOLERANCIA DEL +/-5% TEMPERATURA DEL PRODUCTO: MENOR A 4°C Y MAYOR A 0°C COLOR: CARACTERÍSTICO AMARILLO, SIN INDICIOS DE COLORACIONES VERDES Y/O AMARILLENTAS. OLOR: CARACTERÍSTICO DEL PRODUCTO, LIBRE DE OLORES EXTRAÑOS. TEXTURA: TERSA Y FIRME, SIN PEGAJOSIDAD AL TACTO. LIBRE DE SUCIEDAD O ELEMENTOS EXTRAÑOS. CUMPLIENDO CON CERTIFICADO DEL RASTRO TIF (TIPO DE INSPECCIÓN FEDERAL) Y REGISTRO DE S.S.A (SECRETARÍA DE SALUBRIDAD Y ASISTENCIA)",MOLIDA POLLO,INS-F84E08A848,2 kg,+/-5%,MOLE POBLANO,A GRANEL,ABARROTES,398.5,67,REVISAR
